Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
105.4688,-5.1721,-0.8876,3.9757,2.8726,2.1462,-4.2765,-1.5393,0.6516,-3.3502,-1.5466,-4.2408,-0.5797,0.5964,-2.2344,-4.7497,0.0427,-3.3537,-0.8280,3.6122
109.3750,-4.4017,-0.7136,4.9395,4.0252,3.1139,-3.3354,-3.9658,1.8391,-1.2451,-0.4712,1.0815,1.0251,1.9690,-0.5690,-3.7121,1.7740,-2.2464,1.3761,5.0359
113.2812,-2.9083,-2.3872,4.1753,5.1296,4.5514,-2.5665,-5.5960,3.0541,-0.3572,-0.5344,4.2298,2.0152,4.0009,2.4656,-1.9580,3.4074,-0.3163,2.4068,6.7710
117.1875,-1.3581,-5.4619,1.6107,5.7229,5.9944,-2.3592,-5.7620,3.8111,-1.2588,-1.8834,3.8849,2.2127,6.1814,6.0115,-0.2359,4.4326,2.0807,1.5247,8.0205
121.0938,-0.6255,-8.6755,-1.8849,5.6274,6.9851,-2.8629,-4.6797,3.8598,-3.6020,-3.9401,0.3479,1.9280,7.9817,8.8967,0.6694,4.6696,4.4405,-0.9819,8.3117
125.0000,-1.2345,-10.4117,-4.7282,5.1205,7.3524,-3.8085,-3.0101,3.3723,-6.2256,-5.7005,-4.5719,1.7616,9.0573,10.2594,0.4381,4.2090,6.2684,-3.7854,7.7860
128.9062,-2.9897,-9.4642,-5.3271,4.8404,7.2946,-4.6045,-1.2820,2.9019,-7.7213,-6.2785,-8.4767,2.2296,9.3522,9.9913,-0.6152,3.2316,7.2359,-5.1134,7.1181
132.8125,-5.0470,-5.7304,-2.9248,5.4433,7.2051,-4.6770,0.3773,3.0999,-7.1635,-5.3818,-9.6107,3.4396,9.0722,8.7253,-1.8098,1.8941,7.2871,-3.6848,7.1061
136.7188,-6.3773,-0.4149,1.9111,7.2020,7.3723,-3.8383,2.1076,4.3408,-4.5989,-3.4634,-7.7151,5.0225,8.5649,7.4034,-2.6006,0.3749,6.6665,0.5250,8.1841
140.6250,-6.3293,4.4517,7.4860,9.7959,7.7775,-2.4288,4.0140,6.4838,-1.0210,-1.4869,-4.0443,6.3609,8.1828,6.7269,-2.9440,-0.9942,5.8519,6.1539,10.1593
144.5312,-4.9551,6.9822,11.7915,12.4361,8.1428,-1.1237,5.9889,8.9263,2.1515,-0.4487,-0.5662,6.9658,8.1773,6.8383,-3.2623,-1.6891,5.3945,11.0735,12.3268
148.4375,-2.9308,6.3796,13.4861,14.2571,8.1868,-0.5286,7.7516,10.9186,3.7961,-0.9078,1.1667,6.7509,8.6378,7.3886,-4.0385,-1.1795,5.6965,13.4412,13.8709
152.3438,-1.1615,3.3247,12.4869,14.7397,7.8803,-0.8311,8.9794,11.9409,3.6133,-2.7408,0.8165,6.0301,9.4593,7.8717,-5.3466,0.7099,6.7992,12.6040,14.2893
156.2500,-0.3193,-0.4218,9.8621,13.9169,7.4937,-1.7333,9.3645,11.9062,2.1872,-5.2122,-0.7045,5.2545,10.3453,7.9536,-6.6802,3.4982,8.2849,9.3596,13.5866
160.1562,-0.5611,-2.9733,7.1380,12.2636,7.3852,-2.6877,8.5888,11.0861,0.5855,-7.3057,-1.9266,4.6882,10.8716,7.5853,-7.2277,6.0737,9.3814,5.4583,12.1579
164.0625,-1.5344,-3.2770,5.4666,10.3786,7.6916,-3.2562,6.3615,9.8527,-0.2471,-8.1608,-1.7838,4.2548,10.6292,6.8952,-6.4253,7.1446,9.2777,2.6623,10.4892
167.9688,-2.6176,-1.5475,5.1327,8.6837,8.1702,-3.3437,2.6371,8.4513,0.0411,-7.4344,-0.2533,3.6569,9.4138,6.0221,-4.4075,5.9228,7.5361,1.8973,8.8980
171.8750,-3.2456,1.0155,5.6189,7.3186,8.3378,-3.1713,-2.0723,6.9685,1.1042,-5.4421,1.6775,2.6625,7.3649,5.0547,-2.0358,2.6424,4.3909,2.9306,7.4678
175.7812,-3.1679,2.9888,6.0897,6.2444,7.8201,-3.0517,-6.5711,5.4846,2.1648,-3.0253,2.6407,1.3311,4.9515,4.0972,-0.4661,-1.4518,0.7392,4.6670,6.1595
179.6875,-2.5411,3.4754,5.9340,5.4168,6.6515,-3.1559,-9.2914,4.2366,2.4564,-1.1943,1.6851,-0.0033,2.7692,3.3395,-0.5206,-4.7119,-2.2292,5.8110,4.9597
183.5938,-1.8321,2.4318,5.0436,4.8597,5.2828,-3.4382,-9.0045,3.5994,1.5885,-0.6960,-1.2350,-0.9798,1.2419,2.9940,-2.2513,-5.9746,-3.6031,5.4965,3.9218
187.5000,-1.5768,0.4704,3.7261,4.5790,4.2635,-3.7450,-5.5605,3.8435,-0.3296,-1.6954,-5.3152,-1.4979,0.4019,3.1004,-4.9430,-5.2002,-3.2177,3.5878,3.0785
191.4062,-2.0992,-1.6361,2.3920,4.4073,3.8160,-3.9884,-0.1646,4.8316,-2.8122,-3.7192,-9.3730,-1.8094,-0.0979,3.3599,-7.5167,-3.4518,-1.7386,0.5945,2.3291
195.3125,-3.3235,-3.3953,1.2573,3.9461,3.6178,-4.2366,5.0669,5.9044,-5.2479,-5.8916,-12.3913,-2.3253,-0.7309,3.1865,-9.0577,-2.2074,-0.2903,-2.6514,1.4339
199.2188,-4.7846,-4.7408,0.2339,2.7024,2.9735,-4.6544,8.0768,6.1090,-7.1352,-7.3499,-13.8275,-3.2675,-1.7562,2.0176,-9.1616,-2.4241,0.1699,-5.3500,0.1532
203.1250,-5.8521,-5.8870,-0.9686,0.3678,1.2815,-5.3595,7.8247,4.6848,-8.2150,-7.6370,-13.6132,-4.4271,-3.0203,-0.2928,-7.9610,-3.9419,-0.6352,-6.9809,-1.5607
207.0312,-6.0637,-7.0706,-2.6331,-2.9375,-1.5146,-6.3195,4.6853,1.5251,-8.4968,-6.8783,-11.9919,-5.2318,-4.0456,-3.2813,-5.9166,-5.6062,-2.2059,-7.4119,-3.4750
210.9375,-5.3845,-8.3773,-4.8429,-6.6241,-4.8023,-7.3718,0.0975,-2.6798,-8.2122,-5.6671,-9.3970,-5.1063,-4.3561,-6.0517,-3.5757,-6.0256,-3.6288,-6.8880,-5.1759
214.8438,-4.2431,-9.7253,-7.3918,-9.8424,-7.5923,-8.3417,-4.2701,-6.7263,-7.7282,-4.7317,-6.4390,-3.8906,-3.8228,-7.7367,-1.4419,-4.4758,-4.1558,-5.9222,-6.2963
218.7500,-3.3178,-10.9525,-9.8192,-11.8265,-9.0388,-9.1605,-7.3111,-9.4502,-7.4334,-4.5672,-3.9006,-2.0260,-2.7848,-7.9460,0.0462,-1.3796,-3.6255,-5.0983,-6.7108
222.6562,-3.1983,-11.9060,-11.5528,-12.1848,-8.8552,-9.8888,-8.8038,-10.2337,-7.6092,-5.2180,-2.5930,-0.3617,-1.8549,-6.9098,0.5394,1.9246,-2.4756,-4.8320,-6.5572
226.5625,-4.1165,-12.4891,-12.1233,-11.0014,-7.3846,-10.6365,-9.1887,-9.2016,-8.3279,-6.3058,-3.0467,0.3071,-1.5366,-5.2404,-0.1129,3.9530,-1.3782,-5.1897,-6.0787
230.4688,-5.8822,-12.6840,-11.3852,-8.7375,-5.3266,-11.4476,-9.0716,-7.0424,-9.4315,-7.2670,-5.2013,-0.3209,-1.9143,-3.5119,-1.7106,3.8941,-0.7770,-5.8795,-5.4198
234.3750,-8.0219,-12.5832,-9.6472,-6.0330,-3.3388,-12.2409,-8.8325,-4.6167,-10.6171,-7.6624,-8.3290,-1.9103,-2.6275,-1.9693,-3.6559,1.9878,-0.6488,-6.4473,-4.5459
238.2812,-10.0019,-12.4097,-7.6152,-3.5221,-1.7743,-12.8463,-8.5579,-2.5939,-11.5910,-7.3989,-11.3093,-3.7177,-3.1415,-0.5540,-5.1321,-0.7104,-0.6285,-6.5795,-3.3511
242.1875,-11.4018,-12.4645,-6.1219,-1.7177,-0.6790,-13.1056,-8.2330,-1.2866,-12.1979,-6.7577,-13.1323,-5.0301,-3.1217,0.8266,-5.4765,-2.9710,-0.3678,-6.3152,-1.8673
246.0938,-11.9820,-12.9712,-5.7386,-0.9448,0.0271,-12.9622,-7.9534,-0.6947,-12.4424,-6.2243,-13.3384,-5.5286,-2.6523,2.0463,-4.5463,-4.0237,0.1590,-6.0114,-0.3954
250.0000,-11.6822,-13.8838,-6.4716,-1.2862,0.3671,-12.4885,-7.9448,-0.6495,-12.3962,-6.2131,-12.1362,-5.3701,-2.1601,2.7486,-2.8337,-3.8330,0.6297,-6.0660,0.5689
253.9062,-10.6180,-14.8034,-7.7373,-2.5424,0.2659,-11.8428,-8.3731,-0.9431,-12.0766,-6.8289,-10.1593,-4.9748,-2.1083,2.5892,-1.2195,-2.9342,0.6316,-6.5873,0.5897
257.8125,-9.0894,-15.1196,-8.6689,-4.2537,-0.3457,-11.1951,-9.1150,-1.3927,-11.4123,-7.7921,-8.0630,-4.6954,-2.6818,1.5248,-0.4879,-2.0058,-0.0039,-7.2560,-0.4336
261.7188,-7.5506,-14.3485,-8.5997,-5.8249,-1.3934,-10.6634,-9.7000,-1.8604,-10.3402,-8.5750,-6.2388,-4.5900,-3.6679,-0.0990,-0.8927,-1.4656,-1.0491,-7.5003,-2.1553
265.6250,-6.4834,-12.4727,-7.4354,-6.7275,-2.6075,-10.2852,-9.5068,-2.2642,-8.9610,-8.6827,-4.7954,-4.4224,-4.5916,-1.7398,-2.0425,-1.2972,-2.0173,-6.8790,-3.9109
269.5312,-6.1957,-10.0429,-5.6776,-6.6875,-3.5986,-10.0233,-8.1107,-2.5813,-7.6089,-7.9293,-3.7321,-3.8546,-4.9901,-2.9835,-3.1724,-1.1488,-2.4842,-5.4056,-5.0090
273.4375,-6.6553,-7.9289,-4.0748,-5.7544,-4.0115,-9.7968,-5.5637,-2.8229,-6.7308,-6.5514,-3.1017,-2.6862,-4.6431,-3.7472,-3.6172,-0.6011,-2.3579,-3.5745,-5.0212
277.3438,-7.4868,-6.8432,-3.1271,-4.2235,-3.6698,-9.5264,-2.4318,-2.9791,-6.6204,-5.0846,-3.0121,-0.9949,-3.6393,-4.2149,-3.1800,0.5502,-1.9116,-2.0597,-3.9290
281.2500,-8.1655,-6.9318,-2.7765,-2.4748,-2.6545,-9.1795,0.4328,-2.9775,-7.1801,-4.0686,-3.4893,0.8811,-2.2865,-4.5832,-2.1743,2.1297,-1.5729,-1.2936,-2.0907
285.1562,-8.2981,-7.7009,-2.4956,-0.8399,-1.2999,-8.7928,2.2449,-2.7108,-7.9020,-3.7536,-4.3591,2.4843,-0.9609,-4.8453,-1.1474,3.6052,-1.6299,-1.2213,-0.0823
289.0625,-7.8111,-8.3307,-1.7158,0.4362,-0.1082,-8.4503,2.5780,-2.1391,-8.1215,-3.9868,-5.2800,3.4183,0.0184,-4.7943,-0.5081,4.2997,-2.0522,-1.3960,1.5021
292.9688,-6.9241,-8.1690,-0.2927,1.1699,0.4177,-8.2199,1.4723,-1.3910,-7.4007,-4.3474,-5.9126,3.4953,0.4691,-4.2259,-0.3235,3.7206,-2.5241,-1.3320,2.2328
296.8750,-5.9459,-7.0798,1.3269,1.2386,0.0018,-8.0837,-0.6363,-0.7542,-5.7910,-4.4381,-6.0803,2.8086,0.4064,-3.1456,-0.4047,1.8675,-2.6332,-0.8506,1.9842
300.7812,-5.0619,-5.4372,2.3690,0.6573,-1.1955,-7.9172,-3.0776,-0.5137,-3.7943,-4.1375,-5.7845,1.7132,0.0884,-1.7794,-0.5740,-0.6491,-2.0761,-0.1718,1.0018
304.6875,-4.2759,-3.8128,2.2565,-0.3175,-2.5254,-7.5519,-5.1217,-0.7231,-2.0517,-3.6510,-5.0850,0.7077,-0.0102,-0.3744,-0.8692,-2.7904,-0.7702,0.2907,-0.1551
308.5938,-3.5364,-2.6133,1.0262,-1.1884,-3.0709,-6.8978,-6.1551,-1.0904,-0.9833,-3.3381,-3.9997,0.2312,0.6339,1.0234,-1.4984,-3.5394,1.1460,0.2469,-0.8298
312.5000,-2.9162,-1.9371,-0.6683,-1.4142,-2.1158,-6.0501,-5.8808,-1.1180,-0.6336,-3.4523,-2.5688,0.4361,2.2922,2.5800,-2.5637,-2.4200,3.3652,-0.2975,-0.5987
316.4062,-2.6682,-1.7214,-1.9909,-0.7505,0.3521,-5.2981,-4.5182,-0.4603,-0.8178,-3.9845,-1.0683,1.0417,4.6920,4.4101,-3.7786,0.1964,5.4626,-1.1400,0.4384
320.3125,-3.0785,-2.0143,-2.5093,0.4748,3.4235,-5.0081,-2.8774,0.7236,-1.4259,-4.7119,-0.1603,1.3783,6.9464,6.2343,-4.4430,3.1995,6.9491,-2.1498,1.6007
324.2188,-4.2205,-3.0988,-2.5231,1.3840,5.5589,-5.4325,-2.1470,1.7016,-2.6150,-5.3930,-0.7451,0.6596,7.8455,7.2740,-3.7757,5.2480,7.3662,-3.4594,1.9040
328.1250,-5.8043,-5.3176,-2.8838,0.9517,5.3263,-6.5482,-3.3473,1.5101,-4.6991,-5.9387,-3.4734,-1.6073,6.4340,6.5695,-1.4369,5.4288,6.4404,-5.3882,0.5799
332.0312,-7.2623,-8.6946,-4.3933,-1.3892,2.2196,-8.0153,-6.6501,-0.4458,-7.7887,-6.4147,-8.1737,-5.2707,2.5867,3.5922,2.1032,3.7169,4.2409,-8.1247,-2.4381
335.9375,-8.0301,-12.6404,-7.1655,-5.2929,-2.9258,-9.2792,-10.9742,-3.8972,-11.4489,-6.8787,-13.6074,-9.4532,-2.7696,-1.2389,5.6400,0.9837,1.2351,-11.4017,-6.3612
339.8438,-7.8375,-16.0089,-10.3819,-9.5140,-8.2151,-9.7708,-14.2421,-7.6739,-14.6741,-7.2035,-17.8289,-12.8382,-7.9739,-6.5295,7.7792,-1.4497,-1.8343,-14.4355,-9.8578
343.7500,-6.8154,-17.5517,-12.6381,-12.4505,-11.5781,-9.1189,-14.3537,-10.2178,-16.2784,-7.0642,-19.0588,-14.2296,-11.3678,-10.4794,7.6662,-2.4775,-4.2260,-16.2321,-11.6925
347.6562,-5.3696,-16.5421,-12.7081,-12.9527,-11.7917,-7.3053,-10.4451,-10.3943,-15.5155,-6.1466,-16.6146,-13.1301,-12.0749,-11.7667,5.4640,-1.7464,-5.5003,-16.1066,-11.3453
351.5625,-3.9441,-13.2068,-10.2859,-10.9490,-9.0817,-4.7178,-3.6907,-8.1419,-12.5590,-4.4439,-11.3539,-10.0406,-10.4018,-10.2421,2.2761,0.1943,-5.6867,-14.1011,-9.2687
355.4688,-2.8512,-8.6987,-6.2620,-7.5246,-4.9774,-2.0811,2.9662,-4.5683,-8.5359,-2.4124,-5.3374,-6.3056,-7.6479,-7.0192,-0.4572,2.1797,-5.2300,-11.0351,-6.6460
359.3750,-2.2598,-4.6109,-2.3575,-4.3929,-1.5154,-0.2566,6.1842,-1.4159,-5.0598,-0.8250,-0.8739,-3.5475,-5.4346,-3.9024,-1.7356,2.9913,-4.7507,-8.1414,-4.7930
363.2812,-2.2724,-2.2840,-0.3045,-3.0388,-0.2355,0.0633,4.0209,-0.1791,-3.5016,-0.3708,0.5438,-2.9417,-4.9174,-2.4682,-1.4872,1.9192,-4.7484,-6.4863,-4.5315
367.1875,-2.9463,-2.2588,-1.0015,-3.9878,-1.4910,-1.3210,-2.8814,-1.3529,-4.3737,-1.2374,-1.1445,-4.6749,-6.2766,-3.2983,-0.4942,-0.9248,-5.3884,-6.4848,-5.8432
371.0938,-4.1868,-4.1224,-4.0746,-6.5703,-4.3804,-3.9202,-11.4834,-4.2015,-7.1270,-2.9508,-4.6727,-7.8489,-8.7062,-5.7460,0.1673,-4.6671,-6.4489,-7.7453,-7.9339
375.0000,-5.6002,-6.7731,-8.0451,-9.2690,-7.2642,-6.6403,-17.8756,-7.1456,-10.4245,-4.5941,-8.1553,-10.8801,-10.8504,-8.3111,-0.1979,-8.0582,-7.4247,-9.2859,-9.6233
378.9062,-6.4935,-8.9346,-10.9942,-10.4454,-8.5536,-8.1872,-19.2905,-8.5428,-12.7305,-5.2817,-9.9846,-12.2118,-11.4385,-9.3922,-1.5297,-10.0046,-7.7285,-9.9812,-9.8464
382.8125,-6.1343,-9.6696,-11.3965,-9.0778,-7.3887,-7.6548,-15.4348,-7.4562,-12.9315,-4.6079,-9.4762,-11.0008,-9.8172,-8.0327,-3.1339,-10.0018,-6.9178,-9.0231,-8.0559
386.7188,-4.1815,-8.6933,-8.7475,-5.1825,-3.9399,-5.0107,-8.4061,-4.0520,-10.7426,-2.8123,-7.0129,-7.4608,-6.1767,-4.3306,-4.1685,-8.2760,-4.8821,-6.2186,-4.4019
390.6250,-1.0128,-6.4043,-3.7388,0.2262,0.7325,-1.1892,-1.3414,0.5245,-6.7678,-0.5925,-3.7066,-2.7110,-1.4229,0.6366,-4.1519,-5.5782,-1.9307,-2.0447,0.3360
394.5312,2.3195,-3.6643,2.0577,5.5753,5.1461,2.3097,3.3006,4.6927,-2.2287,1.2864,-0.8048,1.7715,3.2097,5.3011,-3.1814,-2.7554,1.2689,2.5271,5.0201
398.4375,4.5603,-1.4301,6.8396,9.3604,7.9882,4.1411,4.7901,7.1306,1.5227,2.3402,0.8650,4.8121,6.6336,8.2800,-1.7787,-0.3463,3.9090,6.3671,8.5460
402.3438,4.9087,-0.3736,9.2878,10.7072,8.6047,3.7736,4.0112,7.3093,3.5230,2.4911,1.1792,5.9853,8.2834,8.9399,-0.5284,1.5666,5.3554,8.5806,10.2303
406.2500,3.4661,-0.6251,9.0609,9.6634,7.2115,1.7239,2.4840,5.6553,3.5499,1.9648,0.6407,5.6513,8.2562,7.6104,0.2195,3.1763,5.4194,8.8309,10.0499
410.1562,1.1807,-1.7381,6.8751,7.1243,4.7472,-0.7641,1.3152,3.2938,2.1590,1.0865,0.0133,4.6166,7.1691,5.3515,0.4154,4.5854,4.4407,7.4651,8.6166
414.0625,-0.6937,-2.9010,4.1385,4.4276,2.4279,-2.3992,0.7566,1.5064,0.3785,0.1332,-0.1274,3.6435,5.8125,3.3935,0.1751,5.5372,3.1157,5.3706,6.8703
417.9688,-1.3002,-3.3148,2.2929,2.7819,1.2009,-2.4921,0.4856,1.1522,-0.8039,-0.6971,0.3189,3.0916,4.7699,2.5318,-0.3860,5.4685,2.1438,3.5958,5.6246
421.8750,-0.6148,-2.5678,2.1603,2.7671,1.3561,-1.2198,0.1852,2.3144,-0.9078,-1.2436,1.0057,2.8653,4.1986,2.7963,-1.1980,3.8925,1.8839,2.8982,5.1955
425.7812,0.6343,-0.8229,3.6012,4.1270,2.4815,0.5990,-0.1218,4.3271,-0.1319,-1.3636,1.4532,2.6449,3.8785,3.5637,-2.1509,0.8678,2.2138,3.4329,5.3217
429.6875,1.4870,1.2813,5.6571,5.9497,3.7692,2.0336,-0.1962,6.1516,0.8582,-0.9826,1.4281,2.2107,3.4794,4.0230,-3.0043,-2.7863,2.6683,4.7428,5.4172
433.5938,1.3657,2.9692,7.1029,7.1488,4.4809,2.5416,0.0750,6.9018,1.3926,-0.1735,1.1152,1.6383,2.8640,3.6930,-3.4240,-5.7321,2.7597,6.0495,4.9974
437.5000,0.4044,3.7240,7.1143,7.0042,4.3025,2.1736,0.5252,6.2470,1.2189,0.8191,0.9445,1.2491,2.2191,2.6624,-3.1633,-6.7327,2.2744,6.6782,4.0031
441.4062,-0.6846,3.5262,5.6870,5.4913,3.4042,1.4227,0.9218,4.5002,0.6214,1.6614,1.1887,1.3686,1.9232,1.4253,-2.2579,-5.3055,1.3701,6.3792,2.8198
445.3125,-1.0906,2.8106,3.5810,3.2398,2.2266,0.8707,1.3202,2.3831,0.1768,2.0876,1.6427,2.0664,2.2440,0.4642,-1.0683,-2.0237,0.4347,5.3808,1.9898
449.2188,-0.4141,2.1771,1.8406,1.1683,1.1788,0.8628,2.1422,0.6315,0.3247,2.0312,1.6695,3.0554,3.0794,-0.0942,-0.1042,1.7254,-0.1746,4.1782,1.8261
453.1250,1.0983,2.0272,1.1851,0.0090,0.4595,1.3725,3.7866,-0.3239,1.0522,1.6437,0.6458,3.8156,3.9406,-0.4987,0.2624,4.3999,-0.3333,3.2145,2.1926
457.0312,2.7084,2.3349,1.6305,-0.0186,0.0815,2.0783,6.0358,-0.4503,1.8999,1.1829,-1.4778,3.8679,4.2052,-1.0740,-0.0043,5.0236,-0.1794,2.6548,2.5964
460.9375,3.6118,2.6736,2.5496,0.7649,0.0075,2.5620,7.8049,0.0132,2.2737,0.8475,-3.9248,3.0352,3.4877,-1.8649,-0.6366,3.5894,0.0170,2.3662,2.5152
464.8438,3.3716,2.4741,3.0983,1.7413,0.2331,2.5073,7.6085,0.7614,1.8346,0.6686,-5.4067,1.5416,1.8807,-2.5316,-1.2941,0.9667,0.0259,2.0720,1.7254
468.7500,2.1249,1.3628,2.7237,2.3359,0.7305,1.8229,4.5637,1.5565,0.7040,0.5255,-4.8810,-0.1020,-0.0931,-2.6066,-1.8085,-1.5959,-0.2418,1.5495,0.4105
472.6562,0.4761,-0.6031,1.4459,2.2648,1.3187,0.6676,-0.7494,2.2305,-0.6370,0.2697,-2.2918,-1.3584,-1.7881,-1.9251,-2.2521,-3.0864,-0.7452,0.7405,-1.0056
476.5625,-0.8346,-2.9270,-0.2240,1.5860,1.6227,-0.6078,-6.2769,2.6235,-1.6590,-0.1336,1.2074,-1.9276,-2.8017,-0.8769,-2.7856,-3.1582,-1.3839,-0.2640,-2.1577
480.4688,-1.2926,-4.8862,-1.6249,0.5863,1.2268,-1.5804,-9.5022,2.5697,-2.0784,-0.5471,3.7570,-1.8743,-3.1605,-0.2439,-3.4234,-2.1921,-2.0496,-1.3091,-2.9443
