Time,Fp1,F3,C3,P3,O1,F7,T3,T5,Fz,Fp2,F4,C4,P4,O2,F8,T4,T6,Cz,Pz
441.4062,7.6985,25.9064,18.5094,6.7463,5.7300,17.1820,10.7154,6.7334,12.4585,7.5887,16.7863,19.7812,16.4857,13.6198,7.2261,35.0566,21.3330,11.5332,18.0428
445.3125,11.7681,29.5153,19.5609,13.4392,10.0266,20.0969,8.6136,10.5363,15.2893,11.3350,13.0165,12.2255,13.4035,15.9133,5.6102,21.4307,18.7538,14.1675,16.8879
449.2188,14.6781,31.3542,20.2730,18.5107,14.5878,20.9233,4.6264,15.0371,17.5667,12.6690,8.5470,5.6712,11.1765,17.0800,3.4376,8.6055,17.2285,15.5223,16.1108
453.1250,15.3030,31.4697,21.0622,21.1637,17.4485,19.4272,2.6163,19.4814,18.3272,11.7329,4.8234,1.8960,9.7121,16.3754,0.7722,2.0924,16.8196,15.5012,15.2643
457.0312,13.9135,29.8210,21.8795,22.0986,17.7902,16.3480,3.9735,23.0834,17.5746,9.9845,3.1592,1.1973,8.5307,14.0534,-1.4002,2.4035,16.1848,14.8582,13.9158
460.9375,11.9873,26.6997,22.3720,22.7136,16.3951,13.0363,6.9529,25.4646,16.3476,9.1650,3.9974,2.7471,7.4502,11.2025,-1.9313,5.6352,13.6998,14.7008,12.2749
464.8438,11.2309,23.1122,22.3544,24.0319,15.0816,10.7360,8.2630,26.8851,16.0988,10.2048,6.7674,5.6544,7.1140,9.2418,-0.3130,7.3387,9.0413,15.8958,11.3477
468.7500,12.5332,20.6075,22.1821,26.1616,15.5244,9.9804,5.6523,28.0664,17.8237,12.8167,10.3998,9.7593,8.8442,9.3666,2.9524,6.4036,3.9416,18.7624,12.4110
472.6562,15.5434,20.4756,22.6461,28.5323,18.2083,10.4703,-0.3547,29.6667,21.4893,15.9246,14.0061,15.4265,13.7369,12.0897,6.5018,5.6877,1.3306,23.0938,16.0996
476.5625,19.0582,22.8387,24.3715,30.4932,22.1119,11.4529,-6.7060,31.7213,26.0713,18.4601,17.1474,22.5230,21.5221,16.9251,8.6348,8.8852,3.2939,28.2872,21.7219
480.4688,21.8377,26.3826,27.1428,31.6558,25.2330,12.2894,-9.7664,33.4307,30.1200,19.9045,19.5643,29.5705,30.0372,22.3144,8.0342,16.3814,9.2988,33.4052,27.3145
484.3750,23.2524,29.0759,29.7387,31.7496,25.6110,12.8187,-7.5551,33.5005,32.4878,20.2963,20.7901,34.0209,35.8883,25.9894,4.4820,23.8597,16.1153,37.2363,30.4832
488.2812,23.3990,29.4566,30.5401,30.3193,22.3004,13.3031,-0.8143,30.9024,32.8094,19.8952,20.1776,33.6783,36.1161,25.8506,-0.7600,25.2176,19.7039,38.5458,29.5654
492.1875,22.7467,27.5476,28.5822,26.7761,15.8567,14.0369,7.6296,25.6256,31.5046,18.8885,17.4287,28.2392,29.9222,21.0837,-5.3063,17.6488,17.8637,36.5598,24.4388
496.0938,21.6692,24.6682,24.2978,20.9428,8.1513,14.9053,14.5812,18.9333,29.3514,17.3462,13.1411,19.6721,19.3360,12.8707,-6.8358,4.6603,11.7642,31.4221,16.5314
500.0000,20.1923,22.2344,19.3312,13.6542,1.6161,15.1969,18.0471,12.8871,26.9070,15.3313,8.7459,11.0112,8.2941,4.0873,-4.5651,-5.8000,5.1930,24.2425,8.0804
503.9062,18.0666,20.4785,15.4501,6.7566,-1.7683,13.8330,17.7562,9.3353,24.1431,12.9564,5.7047,4.4334,0.6214,-2.0701,0.0321,-7.0161,1.9841,16.5980,1.1138
507.8125,15.0473,18.1513,13.2962,2.2618,-1.3012,9.9579,14.5926,8.9247,20.5414,10.3264,4.5318,0.1264,-1.8586,-3.8115,4.0448,1.3664,3.4448,9.7765,-3.2773
511.7188,11.1887,13.5432,11.9197,1.1329,2.1870,3.6166,9.6376,10.7289,15.6247,7.5007,4.4740,-3.1610,0.0711,-1.7287,5.2063,12.9110,7.6287,4.3034,-5.0690
515.6250,7.0053,6.0974,9.5320,2.5991,6.8194,-3.8727,3.6218,12.7545,9.5958,4.6073,4.1972,-6.4069,3.9877,1.6996,3.8138,19.1921,10.9618,0.0812,-4.9239
